has_unlocked_cult,Identifier,Returns true if the country has unlocked the specified cult.,Country,has_unlocked_cult = jewish_cult
heir_has_personality,Identifier,Returns true if the country’s heir has the specified personality.,Country,heir_has_personality = intricate_web_weaver_personality
in_league,Identifier,Returns true if the countries is in the X league.,Country,in_league = protestant
is_incident_active,Identifier,"Returns true, if the specified incident is active.",Country,is_incident_active = incident_neo_confucianism
is_incident_happened,Identifier,"Returns true, if the specified incident already happened.",Country,is_incident_happened = incident_neo_confucianism
is_incident_possible,Identifier,"Returns true, if the specified incident can possibly happen.",Country,is_incident_possible = incident_neo_confucianism
is_incident_potential,Identifier,"Returns true, if the specified incident is visible and therefor can happen in the future.",Country,is_incident_potential = incident_neo_confucianism
is_subject_of_type,Identifier,Returns true if the country is a subject of subject type.,Country,is_subject_of_type = tributary_state
last_mission,Identifier,Returns true if the last mission of the country was the specified mission.,Country,NOT = { last_mission = conquer_finland }
nation_designer_points,Identifier,Returns true if at least X points were used when creating the custom nation.,Country,nation_designer_points = 802
national_focus,Identifier,Returns true if country has set the national focus to X.,Country,national_focus = ADM
personality,Identifier,Returns true if the country has a ruler which personality is X.,Country,personality = ai_militarist
ruler_has_personality,Identifier,Returns true if the country’s ruler has the specified personality.,Country,ruler_has_personality = malevolent_personality
secondary_religion,Identifier,Returns true the secondary religion of the country is X.,Country,secondary_religion = ibadi
technology_group,Identifier,Returns true if the country has the technology group X.,Country,technology_group = western
unit_type,Identifier,Returns true if the country has units of type X.,Country,unit_type = sub_saharan
dominant_culture,"Identifier, Capital",Returns true if the dominant culture in the country is X.,Country,dominant_culture = turkish
dominant_religion,"Identifier, Capital",Returns true if the dominant religion in the country is X.,Country,dominant_religion = catholic
accepted_culture,"Identifier, Province scope",Returns true if the country accepts the specified culture.,Country,accepted_culture = ROOT
consort_culture,"Identifier, Scope","Returns true, if the country's consort has the specified culture. Can utilise Event Scope Values.",Country,consort_culture = prussian
consort_religion,"Identifier, Scope","Returns true, if the country's consort has the specified religion. Can utilise Event Scope Values.",Country,consort_religion = catholic
has_harmonized_with,"Identifier, Scope","Returns true, if the country has harmonized with the specified religion or religion group.",Country,has_harmonized_with = tengri_pagan_reformed
heir_culture,"Identifier, Scope","Returns true, if the country's heir has the specified culture. Can utilise Event Scope Values.",Country,heir_culture = prussian
heir_religion,"Identifier, Scope","Returns true, if the country's heir has the specified religion. Can utilise Event Scope Values.",Country,heir_religion = catholic
is_harmonizing_with,"Identifier, Scope","Returns true, if the country is currently harmonizing with the specified religion or religion group.",Country,is_harmonizing_with = tengri_pagan_reformed
primary_culture,"Identifier, Scope",Returns true if the country's primary culture is X.,Country,primary_culture = dutch
ruler_culture,"Identifier, Scope","Returns true, if the country's ruler has the specified culture. Can utilise Event Scope Values.",Country,ruler_culture = prussian
ruler_religion,"Identifier, Scope","Returns true, if the country's ruler has the specified religion. Can utilise Event Scope Values.",Country,ruler_religion = catholic
absolutism,Integer,Returns true if the country has at least X absolutism.,Country,absolutism = 50
adm,Integer,Returns true if the country has a ruler with an administrative skill of at least X.,Country,adm = 3
adm_power,Integer,Returns true if the country has at least X administrative power.,Country,adm_power = 600
adm_tech,Integer,Returns true if the country has an administrative technology of at least X.,Country,adm_tech = 4
army_size,Integer,Returns true if the country has an army of at least X k soldiers.,Country,army_size = 15
army_tradition,Integer,Returns true if the country has an army tradition of at least X.,Country,army_tradition = 75
authority,Integer,Returns true if the Inti country has at least X authority.,Country,authority = 5
average_autonomy,Integer,Returns true if the country has an average autonomy in its provinces of at least X.,Country,average_autonomy = 5
average_autonomy_above_min,Integer,[Needs description],Country,average_autonomy_above_min = 40
average_effective_unrest,Integer,[Needs description],Country,average_effective_unrest = 2
average_home_autonomy,Integer,Returns true if the country has an average autonomy in its provinces excluding overseas provinces is at least X.,Country,average_home_autonomy = 5
average_unrest,Integer,Returns true if the country has an average unrest in its provinces of at least X.,Country,average_unrest = 2
blockade,Integer,Returns true if the blockade penalty of the country is at least X%.,Country,blockade = 75
church_power,Integer,Returns true if the country has at least X church power.,Country,church_power = 20
consort_adm,Integer,Returns true if the country has a consort with an administrative skill of at least X.,Country,consort_adm = 5
consort_age,Integer,Returns true if the country’s consort has an age of at least X.,Country,consort_age = 43
consort_dip,Integer,Returns true if the country has a consort with an diplomatic skill of at least X.,Country,consort_dip = 5
consort_mil,Integer,Returns true if the country has a consort with an military skill of at least X.,Country,consort_mil = 5
current_size_of_parliament,Integer,Returns true if the parliament of the country has a least X seats.,Country,current_size_of_parliament = 20
devotion,Integer,Returns true if the country has at least X devotion.,Country,devotion = 75
dip,Integer,Returns true if the country has a ruler with a diplomatic skill of at least X.,Country,dip = 6
dip_power,Integer,Returns true if the country has at least X diplomatic power.,Country,dip_power = 600
dip_tech,Integer,Returns true if the country has an diplomatic technology of at least level X.,Country,dip_tech = 4
diplomatic_reputation,Integer,Returns true if the country has a diplomatic reputation of at least X.,Country,diplomatic_reputation = 10
doom,Integer,Returns true if the country has at least X doom.,Country,doom = 30
federation_size,Integer,Returns true if the federation with the country has at least X members.,Country,federation_size = 5
fervor,Integer,Returns true if the country has stored at least X fervor points.,Country,fervor = 5
government_rank,Integer,Returns true if the country has a government rank of X or higher.,Country,government_rank = 2
great_power_rank,Integer,Returns true if the country has a great power rank of 2 or worse.,Country,great_power_rank = 2
had_recent_war,Integer,Returns true if the country fought a war within the last X years.,Country,had_recent_war = 10
harmonization_progress,Integer,"Returns true, if the country's current harmonization progress is at least at X.",Country,harmonization_progress = 90
harmony,Integer,"Returns true, if the country has at least X harmony.",Country,harmony = 50
heir_adm,Integer,Returns true if the country has an heir with an administrative skill of at least X.,Country,heir_adm = 5
heir_age,Integer,Returns true if the country has an heir that is at least X years old.,Country,heir_age = 15
heir_claim,Integer,Returns true if the country has an heir with a claim strength of at least X.,Country,heir_claim = 90
heir_dip,Integer,Returns true if the country has an heir with a diplomatic skill of at least X.,Country,heir_dip = 5
heir_has_consort_dynasty,Integer,Returns true if the country’s heir and consort have the same dynasty.,Country,heir_has_consort_dynasty = yes
heir_has_ruler_dynasty,Integer,Returns true if the country’s heir and ruler have the same dynasty.,Country,heir_has_ruler_dynasty = yes
heir_mil,Integer,Returns true if the country has an heir with a military skill of at least X.,Country,heir_mil = 5
horde_unity,Integer,Returns true if the country has a horde unity of at least X.,Country,horde_unity = 50
invested_papal_influence,Integer,Returns true if the country has invested at least X papal influence in the election of the next papal controller.,Country,invested_papal_influence = 50
isolationism,Integer,"Returns true, if the country has a isolationism level of at least X.",Country,isolationism = 2
karma,Integer,Returns true if the country has a karma of at least X.,Country,karma = -50
land_forcelimit,Integer,Returns true if the country has a land force limit of at least X.,Country,land_forcelimit = 32
legitimacy,Integer,Returns true if the country has at least X legitimacy.,Country,legitimacy = 100
legitimacy_equivalent,Integer,"Returns true, if the country's legitimacy equivalent (legitmacy, republican tradition, devotion, horde unity, meritocracy etc.) is at least X.",Country,legitimacy_equivalent = 80
legitimacy_or_horde_unity,Integer,Returns true if the country has at least X legitimacy or horde unity.,Country,legitimacy_or_horde_unity = 90
manpower,Integer,Returns true if the country has at least  available manpower.,Country,manpower = 22
max_manpower,Integer,Returns true if the country has at least  maximum manpower.,Country,max_manpower = 5
meritocracy,Integer,"Returns true, if the country has a meritocracy value of at least X.",Country,meritocracy = 80
mil,Integer,Returns true if cthe ountry has a ruler with a military skill of at least X.,Country,mil = 6
mil_power,Integer,Returns true if the country has at least X military power.,Country,mil_power = 333
mil_tech,Integer,Returns true if the country has an military technology of at least level X.,Country,mil_tech = 4
mil_tech,Integer,Returns true if the country has a monthly income of at least X.,Country,monthly_income = 5
militarised_society,Integer,Returns true if the country has a militarization of country of at least X.,Country,militarized_society = 20
months_of_ruling,Integer,Returns true if the country has a ruler that has ruled for at least X months.,Country,months_of_ruling = 12
naval_forcelimit,Integer,Returns true if the country has a naval force limit of at least X.,Country,naval_forcelimit = 24
navy_size,Integer,Returns true if the country has a navy of at least X ships.,Country,navy_size = 300
navy_size_percentage,Integer,Returns true if the ratio of the total navy size of the country to its naval force limit is at least X.,Country,navy_size_percentage = 0.50
navy_tradition,Integer,Returns true if the country has a navy tradition of at least X.,Country,navy_tradition = 95
num_accepted_cultures,Integer,"Returns true, if the country has at least X accepted cultures.",Country,num_accepted_cultures = 1
num_of_active_blessings,Integer,Returns true if the country has enabled at least X blessings.,Country,num_of_active_blessings = 5
num_of_admirals,Integer,Returns true if the country has at least X admirals.,Country,num_of_admirals = 2
num_of_admirals_with_traits,Integer,Returns true if the country has at least X admirals with traits.,Country,num_of_admirals_with_traits = 1
num_of_allies,Integer,Return true if the country has at least X allies.,Country,num_of_allies = 7
num_of_artillery,Integer,Returns true if the country has at least X artillery regiments.,Country,num_of_artillery = 12
num_of_aspects,Integer,Returns true if the country has at least X church aspects.,Country,num_of_aspects = 2
num_of_banners,Integer,"Returns true, if the country has at least X banner units.",Country,num_of_banners = 3
num_of_cardinals,Integer,Returns true if the country has at least X cardinals in the Holy See.,Country,num_of_cardinals = 3
num_of_cavalry,Integer,Returns true if the country has at least X cavalry regiments.,Country,num_of_cavalry = 23
num_of_cities,Integer,Returns true if the country owns at least X cities.,Country,num_of_cities = 15
num_of_coalition_members,Integer,Returns true if the country is in a coalition of at least X members.,Country,num_of_coalition_members = 6
num_of_colonies,Integer,Returns true if the country has at least X unfinished colonies.,Country,num_of_colonies = 2
num_of_colonists,Integer,Returns true if the country has at least X colonists.,Country,num_of_colonists = 2
num_of_conquistadors,Integer,Returns true if the country has at least X conquistadors.,Country,num_of_conquistadors = 2
num_of_continents,Integer,"Returns true, if the country owns provinces on at least X continents. Only provinces owned by the country itself are taken into account, not provinces owned by subjects.",Country,num_of_continents = 3
num_of_cossacks,Integer,"Returns true, if the country has at least X cossack units.",Country,num_of_cossacks = 3
num_of_custom_nations,Integer,Returns true if there are at least X custom nations in the game.,Country,num_of_custom_nations = 1
num_of_diplomatic_relations,Integer,Returns true if the country has at least X diplomatic relations.,Country,num_of_diplomatic_relations = 3
num_of_diplomats,Integer,Returns true if the country has at least X diplomats.,Country,num_of_diplomats = 2
num_of_explorers,Integer,Returns true if the country has at least X explorers.,Country,num_of_explorers = 1
num_of_free_diplomatic_relations,Integer,Returns true if the country has at least X free diplomatic relations slots.,Country,num_of_free_diplomatic_relations = 1
num_of_galley,Integer,Returns true if the country has at least X galleys.,Country,num_of_galley = 20
num_of_generals,Integer,Returns true if the country has at least X generals.,Country,num_of_generals = 2
num_of_generals_with_traits,Integer,Returns true if the country has at least X generals with traits.,Country,num_of_generals_with_traits = 1
num_of_harmonized,Integer,"Returns true, if the country has harmonized with at least X religions or religion groups.",Country,num_of_harmonized = 2
num_of_heavy_ship,Integer,Returns true if the country has at least X heavy ships.,Country,num_of_heavy_ship = 20
num_of_infantry,Integer,Returns true if the country has at least X infantry regiments.,Country,num_of_infantry = 300
num_of_light_ship,Integer,Returns true if the country has at least X light ships.,Country,num_of_light_ship = 20
num_of_loans,Integer,Returns true if the country has at least X loans.,Country,num_of_loans = 15
num_of_marches,Integer,Returns true if the country has at least X marches.,Country,num_of_marches = 2
num_of_mercenaries,Integer,Returns true if the country has at least X mercenaries.,Country,num_of_mercenaries = 10
num_of_merchants,Integer,Returns true if the country has at least X merchants.,Country,num_of_merchants = 3
num_of_missionaries,Integer,Returns true if the country has at least X missionaries.,Country,num_of_missionaries = 2
num_of_owned_and_controlled_institutions,Integer,"Returns true, if the country owns and controlls at least X provinces that are institution origins.",Country,num_of_owned_and_controlled_institutions = 2
num_of_ports,Integer,Returns true if country owns at least X home ports (in lands contiguously connected to the capital).,Country,num_of_ports = 20
num_of_ports_blockading,Integer,Returns true if the country blockades at least X ports.,Country,num_of_ports_blockading = 10
num_of_powerful_estates,Integer,Returns true if the country has at least X estates with at least 70 influence.,Country,num_of_powerful_estates = 2
num_of_protectorates,Integer,Returns true if the country has at least X protectorates.,Country,num_of_protectorates = 2
num_of_provinces_in_states,Integer,Returns true if the country has at least X provinces is states.,Country,num_of_provinces_in_states = 14
num_of_provinces_in_territories,Integer,Returns true if the country has at least X provinces is territories.,Country,num_of_provinces_in_territories = 12
num_of_rebel_armies,Integer,Returns true if the number of rebel armies in the country is at least X.,Country,num_of_rebel_armies = 3
num_of_rebel_controlled_provinces,Integer,Returns true if the number of rebel controlled provinces in the country is at least X.,Country,num_of_rebel_controlled_provinces = 3
num_of_revolts,Integer,"Returns true if the number of revolts in the country is at least X.
The same as ‘num_of_rebel_controlled_provinces’.",Country,num_of_revolts = 3
num_of_royal_marriages,Integer,Returns true if the country has at least X royal marriages.,Country,num_of_royal_marriages = 2
num_of_states,Integer,Returns true if the country has at least X states.,Country,num_of_states = 8
num_of_streltsy,Integer,"Returns true, if the country has at least X streltsy units.",Country,num_of_streltsy = 3
num_of_strong_trade_companies,Integer,Returns true if the country has at least X strong trade companies.,Country,num_of_strong_trade_companies = 4
num_of_subjects,Integer,Returns true if the country is the overlord of at least X subject countries of any type.,Country,num_of_subjects = 1
num_of_territories,Integer,"Returns true, if the country has at least X territories (areas that aren't states).",Country,num_of_territories = 10
num_of_total_ports,Integer,Returns true if the country owns at least X total ports (anywhere in the world).,Country,num_of_total_ports = 20
num_of_trade_embargos,Integer,Returns true if the country has at least X trade embargos.,Country,num_of_trade_embargos = 3
num_of_trading_bonuses,Integer,Returns true if the country hasat least X ‘trading in’ bonuses.,Country,num_of_trading_bonuses = 7
num_of_transport,Integer,Returns true if the country has at least X transports.,Country,num_of_transport = 24
num_of_trusted_allies,Integer,Returns true if the country has at least X allies with 100 trust.,Country,num_of_trusted_allies = 3
num_of_unions,Integer,Returns true if the country has at least X personal unions.,Country,num_of_unions = 3
num_of_unlocked_cults,Integer,Returns true if the country has unlocked at least X cults.,Country,num_of_unlocked_cults = 13
num_of_vassals,Integer,Returns true if the country has at least X vassals.,Country,num_of_vassals = 3
num_of_war_reparations,Integer,Returns true if the country receives war reparations from at least X countries.,Country,num_of_war_reparations = 4
num_ships_privateering,Integer,Returns true if country has at least X ships privateering.,Country,num_ships_privateering = 20
papal_influence,Integer,Returns true if the country's papal influence is at least X.,Country,papal_influence = 100
prestige,Integer,Return true if the country has a prestige of at least X.,Country,prestige = 99
republican_tradition,Integer,Returns true if country's republican tradition is at least X.,Country,republican_tradition = 90
revanchism,Integer,Returns true if country's revanchism is at least X.,Country,revanchism = 10
ruler_age,Integer,Returns true if the country has a ruler that is at least X years old.,Country,ruler_age = 40
ruler_consort_marriage_length,Integer,[needs description],Country,ruler_consort_marriage_length = 10
sailors,Integer,Returns true if the country has at least X sailors.,Country,sailors = 2500
splendor,Integer,"Returns true, if the country has at least X splendor.",Country,splendor = 800
stability,Integer,Returns true if the country has a stability of at least X.,Country,stability = 1
tech_difference,Integer,Returns true if the scoped country is at least X technologies ahead (compared to the country).,Country,"any_neighbor_country = {
        tech_difference = 3
}"
tolerance_to_this,Integer,Returns true if the country has a tolerance of at least X towards the religion of the country or scoped province.,Country,tolerance_to_this = 0
total_base_tax,Integer,Returns true if the base tax of the country's provinces totals at least X.,Country,total_base_tax = 75
total_development,Integer,Returns true if the country has a total development of at least X.,Country,total_development = 200
treasury,Integer,Returns true if country's treasury contains at least X ducats.,Country,treasury = 100
tribal_allegiance,Integer,"Returns true, if the country has a tribal allegiance of at least X.",Country,tribal_allegiance = 10
war_exhaustion,Integer,Returns true if the country has a war exhaustion of at least X.,Country,war_exhaustion = 8
war_score,Integer,Returns true if the coutry has a warscore of at least X%.,Country,war_score = 100
dynasty,Name,Returns true if the ruling dynasty of the country is X.,Country,"dynasty = ""von Habsburg"""
has_ruler,Name,"Returns true if the country has a ruler named ""X"".",Country,"has_ruler = ""Pachacuti"""
capital,Province id,Returns true if the country's capital is the province with the ID X.,Country,capital = 151
controls,Province id,Returns true if the province with id X is controlled by the country.,Country,controls = 151
is_claim,Province id,Returns true if the country has a claim on the province with the ID X.,Country,is_claim = 337
is_core,Province ID,Returns true if the country has a core on the province with the ID X.,Country,is_core = 950
is_state_core,Province ID,Returns true if the country has a state core on the province with the ID X.,Country,is_state_core = 950
is_territorial_core,Province ID,Returns true if the country has a territorial core on the province with the ID X.,Country,is_territorial_core = 950
owns,Province ID,Returns true if the country owns the specified province.,Country,owns = 236
owns_core_province,Province ID,Returns true if the country owns and has a core on the specified province.,Country,owns_core_province = 217
has_discovered,"Province ID, Scope",Returns true if the country has discovered the province with the ID X.,Country,has_discovered = 313
owns_or_non_sovereign_subject_of,"Province ID, Scope","Returns true, if the country or a subject that is not categorized as ""sovereign"" (e.g. tributary states are excluded) owns the specified province.",Country,owns_or_non_sovereign_subject_of = 151
owns_or_subject_of,"Province ID, Scope","Returns true, if the country or a subject owns the specified province.",Country,owns_or_subject_of = 151
has_matching_religion,Scope,Returns true if the countries have the same religion or syncretic faith.,Country,has_matching_religion = ROOT
has_spawned_supported_rebels,Scope,Returns true if rebels which were supported by the secified country are active in the country.,Country,has_spawned_supported_rebels = FROM
is_league_enemy,Scope,Returns true if country X is league enemy of the country('s league).,Country,is_league_enemy = ROOT
is_league_friend,Scope,"Returns true, if the country is in the same religious league as the specified country.",Country,is_league_friend = ROOT
provinces_on_capital_continent_of,Scope,Returns true if the country has a province on the continent with the capital of the specified country.,Country,provinces_on_capital_continent_of = ROOT
technology_group,Scope,Returns true if the countries have the same technology group.,Country,technology_group = PREV
has_given_consort_to,"Scope, Tag",Returns true if the scoped country has given a consort to the specified country.,Country,has_given_consort_to = ROOT
is_origin_of_consort,"Scope, Tag",Returns true if the specified country is the origin country of the scoped country’s consort.,Country,is_origin_of_consort = ROOT
colony_claim,Tag,Returns true if country has claim on colony,Country,colony_claim = SPA
culture_group_claim,Tag,Returns true if country's primary culture is the same culture group as any province owned by country X.,Country,culture_group_claim = FROM
has_colonial_parent,Tag,Returns true if the specified country is the colonial parent of the country.,Country,has_colonial_parent = GBR
is_subject_of,Tag,Returns true if the country is a subject of X.,Country,is_subject_of = FRA
adm,"Tag, Scope",Returns true if the country has a ruler with at least as high administrative skill as the ruler of the specified country.,Country,adm = GEO
adm_power,"Tag, Scope",Returns true if the country has at least as much administrative power than the specified country.,Country,adm_power = FIN
alliance_with,"Tag, Scope",Returns true if the country has an alliance with X.,Country,alliance_with = FRA
army_size,"Tag, Scope",Returns true if the country has an army with at least as much soldiers than the specified country.,Country,army_size = SPA
army_tradition,"Tag, Scope",Returns true if the country has an at least as high army tradition as the specified country.,Country,army_tradition = RUS
authority,"Tag, Scope",Returns true if the Inti country has at least as much authority as the specified country.,Country,authority = MCA
can_justify_trade_conflict,"Tag, Scope",Returns true if the country can justify a trade conflict against country X.,Country,can_justify_trade_conflict = FROM
church_power,"Tag, Scope",Returns true if the country has at least as much church power as the specified country.,Country,church_power = SAX
coalition_target,"Tag, Scope",Returns true if the country is the target of a coalition.,Country,coalition_target = FRA
core_claim,"Tag, Scope",Returns true if the country has a core on any province owned by country X.,Country,core_claim = FROM
defensive_war_with,"Tag, Scope",Returns true if the country is in a defensive war with country X.,Country,defensive_war_with = TUR
devotion,"Tag, Scope",Returns true if the country has at least as much devotion as the specified country.,Country,devotion = KOL
dip,"Tag, Scope",Returns true if the country has a ruler with at least as high diplomatic skill as the ruler of the specified country.,Country,dip = GRM
dip_power,"Tag, Scope",Returns true if the country has at least as much diplomatic power than the specified country.,Country,dip_power = TEU
diplomatic_reputation,"Tag, Scope",Returns true if the country has at least as much diplomatic reputation as the specified country.,Country,diplomatic_reputation = CAS
doom,"Tag, Scope",Returns true if the country has at least as much doom than the specified country.,Country,doom = ROOT
dynasty,"Tag, Scope",Returns true if both countries are ruled by the same dynasty.,Country,dynasty = CAS
guaranteed_by,"Tag, Scope",Returns true if the country is guaranteed by X.,Country,guaranteed_by = ROOT
has_casus_belli_against,"Tag, Scope",Returns true if the country has a casus belli against country X.,Country,has_casus_belli_against = PREV
has_guaranteed,"Tag, Scope",Returns true if the country has guaranteed country X.,Country,has_guaranteed = TUR
heir_nationality,"Tag, Scope",Returns true if the country has an heir with nationality X.,Country,heir_nationality = PREV
historical_friend_with,"Tag, Scope",Returns true if the countries are historical friends.,Country,historical_friend_with = FROM
historical_rival_with,"Tag, Scope",Returns true if the countries are historical rivals,Country,historical_rival_with = TEU
horde_unity,"Tag, Scope",Returns true if the country has at least as much horde unity as the specified country.,Country,horde_unity = GOL
inflation,"Tag, Scope",Returns true if the country has at least as much inflation as the country X.,Country,inflation = NOV
is_client_nation_of,"Tag, Scope",Returns true if the country is a client state of X.,Country,is_client_nation_of = ROOT
is_colonial_nation_of,"Tag, Scope",Returns true if the country is a colonial nation of X.,Country,is_colonial_nation_of = ROOT
is_in_trade_league_with,"Tag, Scope",Returns true if the country is a member of the same trade league as country X.,Country,is_in_trade_league = VEN
is_neighbor_of,"Tag, Scope",Returns true if the country is neighbor of X.,Country,is_neighbor_of = FRA
is_possible_march,"Tag, Scope",Returns true if vassal X is a possible march of the country.,Country,is_possible_march = ROOT
is_possible_vassal,"Tag, Scope",Returns true if country X is releasable as vassal of the country.,Country,ENG = { is_possible_vassal = CRN }
is_rival,"Tag, Scope",Returns true if country X is a rival of the country.,Country,is_rival = FRA
is_threat,"Tag, Scope",Returns true if country X is threatened by the country.,Country,is_threat = ROOT
junior_union_with,"Tag, Scope",Returns true if the country is the junior partner in a personal union under country X.,Country,junior_union_with = ENG
karma,"Tag, Scope",Returns true if the country has at least as much karma as the specified country.,Country,karma = DAI
land_forcelimit,"Tag, Scope",Returns true if the country has a land force limit of at least as much regiments than the specified country.,Country,land_forcelimit = ROOT
land_morale,"Tag, Scope",Returns true if the country has an at least as high morale of armies as the specified country.,Country,land_morale = PRU
legitimacy,"Tag, Scope",Returns true if the country has at least as much legitimacy as the specified country.,Country,legitimacy = ENG
legitimacy_equivalent,"Tag, Scope","Returns true, if the country has at least as much legitimacy equivalent (legitmacy, republican tradition, devotion, horde unity, meritocracy etc.) as the specified country.",Country,legitimacy_equivalent = FRA
legitimacy_or_horde_unity,"Tag, Scope",Returns true if the country has at least as much legitimacy or horde unity as the specified country.,Country,legitimacy_or_horde_unity = ROOT
march_of,"Tag, Scope",Returns true if the country is a march under country X.,Country,march_of = PAP
marriage_with,"Tag, Scope",Returns true if the country has a royal marriage with X.,Country,marriage_with = ROOT
mil,"Tag, Scope",Returns true if the country has a ruler with at least as high military skill as the ruler of the specified country.,Country,dip = HJO
mil_power,"Tag, Scope",Returns true if the country has at least as much military power than the specified country.,Country,mil_power = MAM
mil_tech,"Tag, Scope",Returns true if the country has an at least as high monthly income as the specified country.,Country,mil_power = MAM
naval_forcelimit,"Tag, Scope",Returns true if the country has a naval force limit of at least as much ships than the specified country.,Country,naval_forcelimit = SWE
naval_morale,"Tag, Scope",Returns true if the country has an at least as high morale of navies as the specified country.,Country,naval_morale = GBR
navy_size,"Tag, Scope",Returns true if the country has a navy tradition as much ships than the specified country.,Country,navy_size = SPA
navy_tradition,"Tag, Scope",Returns true if the country has an at least as high navy tradition as specified country.,Country,navy_tradition = GBR
num_of_admirals,"Tag, Scope",Returns true if the country has at least as much admirals than the specified country.,Country,num_of_admirals = SPA
num_of_allies,"Tag, Scope",Returns true if the country has at least as much allies than the specified country.,Country,num_of_allies = ARA
num_of_artillery,"Tag, Scope",Returns true if the country has at least as much artillery regiments than the specified country.,Country,num_of_artillery = FRA
num_of_aspects,"Tag, Scope",Returns true if the country has at least as much church aspects than the specified country.,Country,num_of_aspects = SWE
num_of_cardinals,"Tag, Scope",Returns true if the country has at least as much cardinals than the specified country.,Country,num_of_cardinals = FRA
num_of_cavalry,"Tag, Scope",Returns true if the country has at least as much cavalry regiments than the specified country.,Country,num_of_cavalry = FRA
num_of_cities,"Tag, Scope",Returns true if the country owns at least as much cities than the specified country.,Country,num_of_cities = ROOT
num_of_conquistadors,"Tag, Scope",Returns true if the country has at least as much conquistadors than the specified country.,Country,num_of_conquistadors = ROOT
num_of_explorers,"Tag, Scope",Returns true if the country has at least as much explorers than the specified country.,Country,num_of_explorers = ENG
num_of_galley,"Tag, Scope",Returns true if the country has at least as much galleys than the specified country.,Country,num_of_galley = VEN
num_of_generals,"Tag, Scope",Returns true if the country has at least as much generals than the specified country.,Country,num_of_generals = FROM
num_of_heavy_ship,"Tag, Scope",Returns true if the country has at least as much heavy ships than the specified country.,Country,num_of_heavy_ship = ENG
num_of_infantry,"Tag, Scope",Returns true if the country has at least as much infantry regiments than the specified country.,Country,num_of_infantry = FROM
num_of_light_ship,"Tag, Scope",Returns true if the country has at least as much light ships than the specified country.,Country,num_of_light_ship = GEN
num_of_loans,"Tag, Scope",Returns true if the country has taken at least as much loans than the specified country.,Country,num_of_loans = LIT
num_of_marches,"Tag, Scope",Returns true if the country has at least as much marches than the specified country.,Country,num_of_marches = POL
num_of_mercenaries,"Tag, Scope",Returns true if the country has at least as much mercenaries than the specified country.,Country,num_of_mercenaries = TUR
num_of_ports,"Tag, Scope",Returns true if the country has at least as much home ports than the specified country.,Country,num_of_ports = MNG
num_of_protectorates,"Tag, Scope",Returns true if the country has at least as much protectorates than the specified country.,Country,num_of_protectorates = POR
num_of_rebel_armies,"Tag, Scope",Returns true if there are at least as much rebel armies in the country than the specified country.,Country,num_of_rebel_armies = SWI
num_of_rebel_controlled_provinces,"Tag, Scope",Returns true if the country has at least as much rebel controlled provinces than the specified country.,Country,num_of_rebel_controlled_provinces = TIM
num_of_revolts,"Tag, Scope",Returns true if the country has at least as much rebel controlled provinces than the specified country.,Country,num_of_revolts = TIM
num_of_royal_marriages,"Tag, Scope",Returns true if the country has at least as much royal marriages than the specified country.,Country,num_of_royal_marriages = ENG
num_of_total_ports,"Tag, Scope",Returns true if the country owns at least as much total ports than the specified country.,Country,num_of_total_ports = JAP
num_of_transport,"Tag, Scope",Returns true if the country has at least as much transports than the specified country.,Country,num_of_transport = DEN
num_of_unions,"Tag, Scope","Returns true if the country has at least as much personal unions than the specified country. Note: this no longer works. personal_union = x is the new format, eg personal_union = 2.",Country,num_of_unions = BUR
num_of_vassals,"Tag, Scope",Returns true if the country has at least as much vassals than the specified country.,Country,num_of_vassals = POL
num_of_war_reparations,"Tag, Scope",Returns true if the country receives war reparations from at least as much countries than the specified country.,Country,num_of_war_reparations = ROOT
num_ships_privateering,"Tag, Scope",Returns true if the country has at least as much ships privateering than the specified country.,Country,num_ships_privateering = HSA
offensive_war_with,"Tag, Scope",Returns true if the country is in an offensive war with country X.,Country,offensive_war_with = ROOT
overlord_of,"Tag, Scope",Returns true if the country is the overlord of X.,Country,overlord_of = FRA
papal_influence,"Tag, Scope",Returns true if the country has at least as much papal influence as the specified country.,Country,papal_influence = KID
piety,"Tag, Scope",Returns true if the country has at least as much piety as the specified country.,Country,piety = MOR
prestige,"Tag, Scope",Returns true if the country has at least as much prestige as the specified country.,Country,prestige = ADA
production_efficiency,"Tag, Scope",Returns true if the country has an at least as high production efficiency as the specified country.,Country,production_efficiency = AAC
senior_union_with,"Tag, Scope",Returns true if the country is the senior partner in a personal union over country X.,Country,senior_union_with = HAB
stability,"Tag, Scope",Returns true if the country has at least as much stability than the specified country.,Country,stability = HAB
succession_claim,"Tag, Scope",Returns true if the country has claimed the throne of the country X.,Country,succession_claim = FROM
tag,"Tag, Scope",Returns true if the country is the specified country.,Country,tag = HAB
total_base_tax,"Tag, Scope",Returns true if the country has at least as much total base tax as the specified country.,Country,total_base_tax = MNG
trade_embargo_by,"Tag, Scope",Returns true if country X is embargoing the country.,Country,trade_embargo_by = HAB
trade_embargoing,"Tag, Scope",Returns true if the country is embargoing country X.,Country,trade_embargoing = HAB
trade_league_embargoed_by,"Tag, Scope",[description needed],Country,trade_league_embargoed_by = FROM
treasury,"Tag, Scope",Returns true if the country has at least as much ducats in its treasury as the specified country.,Country,treasury = ROOT
